title,text,label
This video of waves crashing directly into a house shows the danger and power of Hurricane Matthew's flooding,"'one family on Merritt Island called 911 after the roof of their home "" just flew off""  Most of the 1,836 deaths from hurricane Katrina in 2005 happened as a result of flooding.'",0
The Garbage Case for Roy Moore,"'in his appearance for Roy Moore, Steve Bannon turned in an intellectually and morally putrid performance even by his standards. <SEP> there is a partisan case for voting for Moore, which is simply that Republicans can’t afford to lose a seat over the next three years. <SEP> if the point is just to hold Republican Senate seats, safer, more conventional candidates are better suited to the task.'",1
Trump: Comey ‘lied and leaked’ and protected Clinton,""" Trump's tweets come in the wake of news that the bureau's former director had drafted a statement exonerating Clinton before the investigation was over. <SEP> 'comey stated under oath that he didn’t do this-obviously a fix?' <SEP> the president wrote on twitter.""",0
Certified fraud expert reveals the subtle hints that someone is lying to you,"'Pamela Myer is the author of ""Liespotting: Proven Techniques to Detect Deception"" she identifies verbal and non-verbal ques a person trying to lie to you might exhibit.'",0
Pamela Engel,"'pamela Engel is the deputy editor overseeing the Politics and Military &amp;amp; Defense sections of Business Insider. <SEP> she was previously the politics editor, and before that was a senior reporter covering domestic politics, foreign policy, and national security.'",0
Maxwell Tani,'a new poll shows ominous signs for republicans in 2018. a top white house correspondent has been fired after allegations of sexual harassment against a colleague. <SEP> former huffington post staffer ripped his manuscript to shreds after he accused him of making inappropriate jokes in 1999.',0
NY cop killer is a known Hillary supporter,"'police officer miosotis Familia was rushed to the hospital where she was pronounced dead. <SEP> the cop killer is a Hillary Clinton supporter, according to the killer’s Facebook page.'",1
Chance the Rapper to Perform at Obama Foundation Summit,'chance the rapper will perform at the first-ever Obama Foundation Summit in Chicago. <SEP> the event is set to bring together hundreds of leaders from around the world. <SEP> he will also serve as curator alongside some all-star musical guests.',0
drug free manatee citres reasons to reject medical marijuana amendment on Florida's ballot | Bradenton Herald,"'drug free manatee was disappointed in a recent Bradenton Herald editorial endorsing the legalization of ""medical"" marijuana. <SEP> the amendment has been opposed by the american cancer society, american glaucoma society, American academy of family physicians, american academy of pediatrics, american epilepsy society. <SEP> \'Medical\' marijuana states have increased drugged driving mortalities, increased ER visits for people ingesting cannabis and increased teen marijuana usage.'",0
1st Amendment,'the 1st Amendment protects your right to believe and practice whatever religious principles you choose. <SEP> it also protects you right to publish any information you want and ask the government to correct its own errors. <SEP> the freedom of assembly was an important principle to the Founding Fathers of America.',0
Trump: The pathological liar,' Less than 1 percent of refugees get approved for relocation. <SEP> vetting process takes 18 to 24 months.',1
Donald Trump Cannot Be President of the United States,""" It is your minimum duty as a citizen not to support a racist, sexist, dishonest, corrupt manchild who celebrates everything that's ugly about the country. <SEP> 'it's an act of violence against the human beings, mostly women and people of color, who would suffer miserably under his presidency,' he said.""",1
Freddie Gray fallout in Baltimore,"""federal and local officials are demanding change to the Baltimore police department. <SEP> the justice department released a scathing report on the department's practices. <SEP> criminal charges have been dropped for the remaining officers in the death of Freddie Gray.""",0
Shocking moment naked man 'high on drugs' goes on rampage in Chicago neighborhood after cutting off his own penis,"""the unidentified man appears to be high on acid or synthetic drugs in the video clip filmed on Monday evening near the intersection of Grace Street and Drake Avenue in the Irving Park community. <SEP> witnesses can be heard screaming 'calm down' before he charges toward a female Chicago Police Department officer who is standing in the middle of the intersection.""",0
"Trump: Clinton has ""no idea"" if Russia behind email hack -- So who's right?","' Hillary Clinton has no idea whether it’s Russia, China, or anybody else. <SEP> “Do you doubt 17 military and civilian agencies,” Clinton fired back. <SEP> sEP> on the issue of immigration, Trump said Clinton agreed with his signature proposal.'",0
"Pulse families' lawsuit against Twitter, Facebook and Google dismissed","'family members of nine victims and four survivors of the nightclub shooting sued Twitter, Facebook and Google on December 19, 2016. they alleged that the online platforms “aided and abetted” and “conspired” with the Islamic State to commit the June 12, 2016 attack. <SEP> but the Michigan court ruled that the Orlando shooting was not directly committed by ISIS, nor did the companies do anything to support Mateen.'",0
NFL will not discipline Rams for pregame gesture,"'the players held up their hands as a gesture of solidarity with protesters in Ferguson. <SEP> the gesture followed the shooting death of 18-year-old michael brown by police officer Darren Wilson. <SEP> ""it\'s kind of dangerous down there and none of us want to get caught up in anything,"" says cook.'",0
She claimed to support same-sex marriage,"'in 2010, Elisabeth said, ""i am not ultra-ultra-conservative on every issue.'",0
Donald Trump's campaign rejects endorsement of Ku Klux Klan,"'the crusader, the official newspaper of the Ku Klux Klan, leapt to defend Trump in its quarterly issue with a front-page banner headline, “Make America Great Again.” pastor Thomas Robb, the Klan’s national director, wrote, “Can America really be great again? <SEP> It’s not an endorsement because, like anybody, there’s things you disagree with,” Robb said.'",0
"Donald Trump hits Justice Department, Huma Abedin after FBI email developments","'he ripped the justice department and top Clinton aide Huma abedin. <SEP> he also criticized her husband, former democratic congressman Anthony Weiner. <SEP> the emails were found in a separate investigation into the sexting scandal.'",0
"COMMENTARY: Donald Trump, candidate of change","""john avlon: it's unserious, not to mention smug, to assume he's playing all of his supporters for dupes. <SEP> he says a Trump presidency would provoke profound upheaval in our political system. <SEP> but a new poll shows that a majority of americans aren't happy with the outcome, he writes.""",1
GoDaddy bans neo-Nazi site Daily Stormer for ‘violating’ terms of service,"'the Daily Stormer is a neo-nazi website that promotes white supremacist and white nationalist ideas. <SEP> goDaddy said it had 24 hours to move its website domain to another provider because it had ""violated"" its terms of service. <SEP> a note appeared on the daily stormer\'s website claiming it had been taken over by hacking activist group Anonymous in the name of Heather Heyer.'",0
Closing arguments heard in Rolling Stone defamation trial,"""university administrator Nicole Eramo is seeking $7.5 million from the magazine over its portrayal of her in a 2014 story about a brutal gang rape at the university of virginia. <SEP> attorney for the former associate dean of students said she willfully ignored facts and statements that disproved her preconceived storyline about the school's callousness toward sexual-assault victims.""",0
The Next Appeasement?,"""Chancellor gerald reagan suggested a pact of appeasement with north korea. <SEP> a devilish demarche is coming at a time when the american administration is seeking to demonstrate its resolve against north Korea's atomic bomb program. <SEP> new york's senior senator, now the minority leader, played a double role in the drama.""",1
Racial Profiling in Preschool,"'black students are nearly four times as likely to be suspended as their white peers. <SEP> this suggests that racial biases are creeping into classrooms filled with 4-year-olds. <SEP> researchers are just beginning to understand the psychological mechanisms that lead teachers who see themselves as loving, supportive figures to discriminate against minorities.'",0
"Donald Trump, the Worst of America","""john avlon: he is a ball of contradictions that together form a bully. <SEP> he says he's a logical extension of toxic masculinity and ambient misogyny, he believes rules don't apply. <SEP> in a way he was authentically made in the united states, avengers say.""",1
"Comey, Clinton and This Steaming Mess","""sally kohn: if the emails are fresh cause for concern, will that be knowable before then? <SEP> she says it's a hysteria, and comey has found a way to amplify that ugly music. <SEP> she says he broke with the longstanding policy of not commenting on ongoing investigations. <SEP> kucinich: he's not the only one who's been a part of this saga.""",1
The G.O.P.’s Radical Supreme Court Talk,"""'refusing to seat a ninth justice, simply for ideological reasons, would be a clear and worrisome break with democratic tradition. <SEP> if Republicans hold the Senate, a president would be at their mercy with any nominee.""",1
What the Wells Fargo Crackdown Signals to Corporate America,"'Microsoft busted Kremlin-linked hackers who broadened their targets in the united states. <SEP> and Facebook, YouTube and others found new influence campaigns originating from Russia and Iran.'",0
Only 9% of America Chose Trump and Clinton as the Nominees,"'the united states is home to 324 million people. <SEP> 103 million of them are children, noncitizens or ineligible felons. <SEP> an additional 73 million did not vote in the primaries this year.'",0
Fact Checks of the Second Presidential Debate,"'\'we lost our jobs,\' he said referring to the effect of free-trade agreements. <SEP> he refused to say how many years he paid no income tax and claimed to have paid a ""tremendous"" amount of taxes. <SEP> former president bill clinton was impeached, lost his law license and paid an $850,000 fine to Paula Jones.'",0
Fact Checks of the Third Presidential Debate,"'tens of thousands of Syrian refugees ""are definitely ISIS-aligned — we now have them in our country"" Mr. Trump said a cease-fire agreement between the united states and Russia allowed Russia to control more territory in Syria. <SEP> he said the nuclear deal with Iran will ""absolutely"" let it obtain nuclear weapons.'",0
Fact Checks of the 2016 Election,"' Hillary Clinton said she would sign legislation raising the federal minimum wage to $15 an hour. <SEP> ""if you look back to Iowa, Ted did change his view and his stance on ethanol quite a bit,"" she said. <SEP> sEP> Mr. Trump said he would ""listen to the generals"" in deciding how many troops to commit.'",0
What the Nobel Peace Prize Prizes,'president Juan Manuel Santos of Colombia was awarded the prize for negotiating a peace treaty. <SEP> president Barack Obama won the prize only nine months into his presidency.',0
Clinton campaign does damage control after email hack,"""Podesta says he doesn't know why he'd be sympathetic to the russians. <SEP> he also suggests that the hackers tipped off a Trump advisor. <SEP> the emails are a revealing window into the workings of a major campaign.""",0
A Look Back: Barack Obama addresses delegates at the 2004 DNC,"""john avlon: president obama's speech is best remembered as launching point of his own run. <SEP> he says he believes that we're all connected as one people, and that's what this election is about. <SEP> we have a righteous wind at our backs, a wind of hope, he writes.""",0
"Substitute teacher calls police on Muslim boy with Down syndrome, 6, claiming he's a TERRORIST who keeps saying 'Allah' and 'Boom' - even though his father insists he can't speak","""substitute teacher at CJ Harris Elementary school called police on six-year-old Mohammad Suleiman, fearing he was a terrorist. <SEP> 'it's not true, he doesn't speak at all,' said the boy's father, Maher. <SEP> the phone call placed by the teacher prompted both the police and Child Protective Services to launch investigations into the suleiman family.""",0
NY Times Reporter Admits Trump More Open to Press Than Obama,"'a new york times reporter admits that president obama is more open to the press. <SEP> he says he is better at giving press conferences and reaching out to individual reporters. <SEP> the former president is more democratic in comparison to his predecessor, he adds.'",0
Obama Commutes Sentence Of Chelsea Manning,"'Barack Obama has shortened the sentence of whistleblower Chelsea Manning. <SEP> she will be released on may 17, instead of remaining in military custody until 2045.'",1
Former CIA agent wants to buy Twitter to kick Donald Trump off,"'former undercover CIA agent Valerie Plame Wilson launched the fundraiser last week. <SEP> she tweeted: ""if @Twitter executives won’t shut down Trump’s violence and hate, then it’s up to us.'",0
Republican headquarters in North Carolina firebombed,"'a bottle of flammable liquid was thrown through the window of a north carolina hq. <SEP> a swastika and ""nazi Republicans get out of town or else"" were spray painted on the side of an adjacent building. <SEP> the attack comes just three weeks before an election marked by heightened tensions and passion.'",0
Betar letter: Washington Post,"'the Washington Post has the audacity to call out Fox News and the GOP while writing its liberal garbage defending Hillary Clinton and Democrats. <SEP> the paper is being led by an ex-Post employee, but please give your readers a break.'",1
Elliott letter: Vote Democrats,'let go of your ties to the Republican Party for this election and vote for Hillary Clinton and for all the other Democratic nominees.',1
Diddy Makes Urgent Plea To Public After Trump’s Ignorant NFL Protest Speech,' Diddy’s response &amp;amp; call to action Sean ‘P.’ Combs has taken to social media and declared a virtual war against the racially motivated antics by the president of the United States. <SEP> he also tweeted that when citizens burn the american flag its is a “respectful way” to “voice their displeasure”.',1
Are All Men Supposed To Be Financially Buoyant? Lady Warns Women Who Broke-Shame Men,"'a lady identified as monisola (@Monaayy) has taken to the social networking platform to talk down on women who are in the habit of broke-shaming men. <SEP> the post which went viral on social media, received several reactions from people who seemed to agree with her.'",0
Video: Iraq Forces meet ‘fierce’ Resistance in SW Mosul,'any opinions expressed are those of the authors. <SEP> they do not necessarily reflect the views of Iraq Business News.',0
ESTA warning: Brits to undergo ‘extreme vetting’ in the US following Trump election,"""'extreme vetting' would involve would-be immigrants being questioned on subjects such as their religious freedom, gender equality and gay rights. <SEP> but campaign team were not clear on whether this process would apply to millions of tourists who visit the country each year. <SEP> 'it is foolish and irresponsible behaviour which can only feed fundamentalism,' says labour MP.""",0
Opinion Line (Oct. 12),' Run elsewhere and do not bother the people going to work on Saturday or Sunday morning. <SEP> this whole thing is nothing more than government mandated horse-hockey.',0
Can North Korea Strike U.S. With a Missile Dropkick?,'state-run northkorean news media released footage of what appears to be the successful test of a devastating missile dropkick.',0
Audit: $84M in taxpayer funds improperly used for Delta tunnels,"'federal officials gave $84 million to help finance a massive project to ship water to southern california. <SEP> California water districts are supposed to bear the costs of the $16 billion project. <SEP> ""that is taking the public\'s money, and that\'s not OK,"" an environmental group says.'",0
"Police: Mom leaves 4 young kids home alone, goes on European vacation","' Erin Lee Macke, 30, of Johnston, is charged with four counts of child endangerment – substantial risk. <SEP> she is also charged with one count of transfer of pistol or revolver to a person under 21.'",0
10 arrested as clashes break out during Berkeley protests,"'police say 13 people were arrested for ""various violations"" including assault with a deadly weapon. <SEP> two men were arrested after exchanging blows. <SEP> a skirmish broke out between several dozen left-wing demonstrators and a handful of right-wing supporters.'",0
At least 10 arrested as clashes break out during Berkeley protests,"'police say 13 people were arrested for ""various violations"" including assault with a deadly weapon. <SEP> two men were arrested after exchanging blows. <SEP> a skirmish broke out between several dozen left-wing demonstrators and a handful of right-wing supporters.'",0
Why California is closer to becoming a sanctuary state,'the proposed bill would ban ICE agents from entering county jails unless they have a warrant. <SEP> eight Democrats vote in favor and three Republicans oppose it.',0
"If you get a call from a woman screaming for help, hang up, FBI says","'more than 80 people have fallen victim to the new tactics in California, Minnesota, Idaho and Texas. <SEP> a federal grand jury charged a 34-year-old woman in July with 10 counts, including wire fraud and money laundering.'",0
"Ahead of NFL games, Trump again calls on players to stand during anthem",' More than 200 players knelt or used other means as expressions of unity last weekend. <SEP> NFL spokesman: such actions are not a protest against the anthem or the flag.',0
California becomes sanctuary state,"""governor signs controversial bill restricting local law enforcement cooperation with immigration authorities. <SEP> the bill, called the California Values Act, was hard fought in the state legislature on its way to the governor's desk. <SEP> it also protects illegal immigrants from deportation while at public schools, hospitals and courts.""",0
Rep. Grijalva arrested in front of Trump Tower,"""the Tucson area legislator was involved in a demonstration protesting president Donald Trump's plans to end DACA. <SEP> he was charged with two counts of disorderly conduct---one for disrupting traffic, one for refusing to disperse.""",0
Michael Wolff on Billy Bush and How the Media Wrung Trump Dry Before Toppling Him,"""john avlon: sleazy news business built him up until he was brought down. <SEP> he says he's a thrice-married beauty pageant owner, compulsive attention seeker and sexual braggart. <SEP> the media has been complicit in covering for him until now, he writes.""",1
Twin assaults on Iran's parliament and shrine rock Tehran,'at least seven people were killed and 35 others injured in the twin assaults. <SEP> a gun and suicide bomb attack targeted the ayatollah khomeini mausoleum. <SEP> it is unclear whether the number of victims included the suicide bombers.',0
Watch The Resistance with Keith Olbermann,"""Keith Olbermann's new book, Trump Is F-cking Crazy (This Is Not a Joke) Available now on Amazon EP.""",0
Scott Walker Tweeted a Really Great Point About Hillary Clinton and Obama,"""john avlon: Scott Walker and i are rarely on the same side of political issues. <SEP> he says if you love the last eight years with the president, you should vote for Hillary. <SEP> it looks like we're experiencing playback issues, he writes.""",1
"WikiLeaks: Podesta lamented that a Muslim, not a white man, named as killer in 2015 massacre","""the emails were part of a trove of messages stolen from the gmail account of Clinton campaign chair John Podesta. <SEP> a longtime Clinton confidant expressed regret that the terrorist wasn't a white man.""",0
Clinton staffer on Black Lives Matter founder: 'Yuck',"'Clinton campaign staffers circulated a radio interview in January with one of the co-founders of Black Lives Matter Alicia Garza. <SEP> Clinton herself flagged the interview, according to a new batch of hacked emails released by Wikileaks.'",0
ICE arrests 97 suspected illegal immigrants at Tennessee meat processing plant,'97 people arrested at meat processing plant in eastern tn. <SEP> all arrested on suspicion of being in country illegally. <SEP> a total of 21 people were arrested after immigration agents raided 7-11 stores.',0
Hannity: How far will the deep state go to damage Trump?,'republican lawmaker from south carolina says he wants to give John McCain the send-off he deserves.',1
New video shows struggle in Huntington Beacch officer-involved shooting,"'new video shows what happened before the shooting took place that left a man dead. <SEP> the shooting occurred about 9:30 a.m. outside the store at 6012 Edinger Ave., where the suspect got into a scuffle with the officer. <SEP> The suspect later died at a hospital, police said.'",0
John Ashcroft: This is Not The Justice Department That I Knew,"""former attorney general says he is 'deeply saddened' by what's happened by the justice department. <SEP> he also says the department of justice blocked the FBI from using many of the investigative tools available to it in its investigation of the Clinton Foundation. <SEP> the fact that the investigation is being reopened now, so close to the election, was not a surprise to Ashcroft, but the result of stonewalling by Hillary Clinton and her staffers.""",0
Why FBI's James Comey 'Reopened' Clinton Email Probe Days Before the Election,"""comey's decision to reopen the case on the legality of Hillary Clinton's email server was bizarre. <SEP> john avlon: the whole sordid Hillary Clinton email saga should never have gotten this far. <SEP> there appears to be limits to his independence, these same people now concede.""",1
"Fmr. FBI Asst. Director: Comey's Professional, Ethical Experience is at Risk","""the decision comes as the FBI said it is reviewing new information related to the original case. <SEP> 'they've thrown the agents under the bus, they discredited the FBI's reputation,' said former assistant director.""",0
Erdogan: Turki akan buka kedutaan di Baitulmaqdis Timur,"' Baitulmaqdis terhadap pengiktirafan kota itu. <SEP> akan membuka kedutaannya di Baitulmadis, dan membantu ibu negara palestin.'",0
White House says President Trump will donate $1 million to Harvey relief,"""'we are here with you today, we are with you tomorrow and we will be with you every single day after to restore, recover and rebuild' first responders have been doing heroic work. <SEP> 'my heart goes out even more so to the great people of Texas!' <SEP> he tweeted.""",0
The Sweet Reason Why Barack Obama Doesn't Wear His Wedding Ring,"""a video recently surfaced of president Obama slipping off his wedding ring. <SEP> he doesn't want to risk anything happening to his wedding band. <SEP> but if he lost his ring, he could always call the Ring Finders.""",0
Michelle Obama Expressed the Horror We're All Feeling About Donald Trump's Treatment of Women,"'first lady Michelle Obama lambasted the u.s. president\'s repeated demeaning and derogatory treatment of women. <SEP> ""this was a powerful individual speaking freely and openly about sexually predatory behavior,"" she said. <SEP> she urged undecided voters not to cast a protest vote or sit the election out entirely.'",1
Newt Gingrich Lost His Mind During an Argument With Megyn Kelly,"'former house speaker newt gingrich calls bill clinton a ""sexual predator"" on live tv. <SEP> he says the media should be required to cover sex allegations. <SEP> ""it\'s not about me.... it\'s about the women and men of America,"" he tells cnn.'",1
More From Tom Toles,' The Opposition has clout to drag America out of the stupid Repug-dug ditch.',0
Gun control would make Americans slaves,"""a special election is scheduled to take place to replace rep. Trent Franks, who resigned earlier this year. <SEP> the left's obsession with gun control is nothing new. <SEP> it is a fundamental intrusion on one of the most basic liberties someone may have.""",1
Open a Criminal Investigation of Barack Hussein Obama,"'john avlon: unless we come to grips with Obama, we are adrift as a nation. <SEP> he says we should take note of our own communist revolution – the eight years of the Obama presidency. <SEP> the key failure is the inability or unwillingness to investigate Obama’s global network.'",1
GQ Daily | 《口袋妖怪》的真人版电影，讲的是侦探皮卡丘的故事,"',.?..,..???'",0
"If You Vote For Trump, Then Screw You","""john avlon: if you vote for him, you are the people who have handed him the bullhorn. <SEP> he says he's a liar and crook, and he commits abominable acts at such a frenetic pace that he gets lost. <SEP> the u.s. is a great place to be, but it's also a place to live.""",1
Even Jerry Springer Thinks This Election Is Too Much,"'\'i\'ve never had a guest on my show who I thought should be president,\' says 73-year-old. <SEP> \'if you knew Trump, he isn\'t personally bigoted,\' he says. <SEP> ""it\'s a cruel irony to say that we\'re going to make America great again,"" says springer.'",0
The 2016 Election Will Never End,"""john avlon: the 2016 election will be a never-ending hostage standoff. <SEP> he says if he loses, he'll have the unofficial support of his estranged party when he does. <SEP> this election is an industry now, and cable news has figured out how to frack it.""",1
Donald Trump Doesn't Believe in the Constitution,"'john avlon: if he were elected, he would swear to preserve, protect and defend the constitution. <SEP> he says he doesn\'t care about the 8th amendment, which prohibits ""cruel and unusual punishment"" he adds that he\'s not a fan of the 14th and 14th amendments, but of the Constitution.'",1
It's possible' Bernie Sanders says he could have beaten Donald Trump,"""'i would have loved to have had the opportunity,' says the 75-year-old. <SEP> he says 'hisndsight is 20/20.""",0
Armed serial robber shot by police after Puyallup chase,"'the suspect is expected to survive after undergoing CPR at the scene. <SEP> police say the suspect, a 37-year-old convicted felon, is tied to at least ten other robberies in the Pierce County area.'",0
"Cashier Notices Panicky Woman Is Making A Strange Purchase, Then Realizes She’s Being Scammed","'the woman was buying $2,000 worth of iTunes gift cards. <SEP> she said her granddaughter was in jail with a broken nose and that she needed to buy the gift cards to bail her out. <SEP> Yost stalled the frightened woman for as long as she could while she quickly slipped away to call the police. <SEP> also noticed the woman had a keychain from an assisted living facility and called them.'",0
The Weather Channel Just Made Urgent Warning To Anyone In The Path Of Hurricane Matthew,'hurricane Matthew is a Category 4 storm and has already been blamed for the deaths of over 280 people in Haiti. <SEP> the weather channel caught wind of all of the people saying the storm was “just hype” and released this warning.',0
"Martial Artist Dad Hears Piercing Scream, Then He Sees Woman Being Attacked And Rushes To Her","' Luis Ruiz and his stepson, Antonio Pina, were able to identify the attacker as Todd Deas. <SEP> he had 19 prior arrests, including rape and sexual abuse, and had recently been released on parole.'",0
Donald Trump urged by Margaret Thatcher aide to ‘show humility’,"'Writing in the Yorkshire Post, Sir Bernard Ingham warned Donald Trump that Russian President Vladimir Putin would not be “contained by sweet talk”. <SEP> He also told the President-elect he was “America’s people’s idea of the best of a bad job”. <SEP> Donald Trump was asked to show some humility by Sir Bernard Ingham The president-elect has a chance to bring about world peace Sir Bernard, who was the former Prime Minister’s press secretary from 1979 to 1990 warned Mr Trump could not succeed by ignoring US debt and hoping to “bomb Islamic terrorism out of existence”. <SEP> He wrote: “You need to convince people that what is good for Americans would be good for them, too. <SEP> Sir Ingham was an aide to PM Thatcher “You will only do that if America becomes happier with itself. <SEP> “You will be considered a great president if, at the end of your first term, the world is more stable and prosperous than you found it on taking the oath.”'",0
UK urged to follow Donald Trump's vow to DEPORT illegal immigrants,"""'i fully support and agree with Trump’s stance,' says a ukip mp. <SEP> 'why wouldn’t you deport them? <SEP> We should do the same,' he says.""",0
President Trump’s first 100 days: What will Donald Trump do now?,"""'we will all come together as never before,' he tweeted. <SEP> he is due to meet outgoing president Barack Obama at the white house today to discuss the transfer of power. <SEP> his victory will be confirmed through an Electoral College vote and he will officially announced as the next president on January 6.""",0
Police issue suspicious device warning to people living in Dungiven,'the warning was issued by the PSNI on Thursday afternoon. <SEP> police are carrying out a number of enquiries and would ask anyone who finds anything suspicious to report it to police immediately.',0
What is Article 50? Government LOSES Supreme Court battle over triggering Article 50,'Article 50 is the legal mechanism for the withdrawal of a member state from the EU. <SEP> the use of Article 50 will start the timer on a two-year process of exit talks. <SEP> there is no timescale for how soon after a referendum Article 50 must be invoked.',0
Correction - 25 November 2015,'the article was inaccurate in that it claimed that the german children in question had been forced to carry out work for migrants. <SEP> The Kiel Ministry of Education confirmed that the school had come up with the idea because some migrant children sat in the class.',0
"The Prime Minister should not wait to trigger Article 50, writes Stephen Pollard",'theresa may has already said she will appeal to the Supreme Court. <SEP> there are also suggestions of a one-line bill to trigger Article 50. if she sticks to that timetable that will have been a nine-month wait.',1
"We face political crisis ENTIRELY of the Remainers' making, says Stephen Pollard",'the case was brought by people who had only one motive: to screw up this first stage of Brexit. <SEP> a clear majority of MPs backed Remain in June. <SEP> the real issue is how Parliament will vote.',1
"Victory for Trump would create a SAFER, MORE PROSPEROUS world, writes James Delingpole","'a Donald Trump presidency would be far less disastrous than a Hillary Clinton one. <SEP> but he has at least two massive qualities in his favour: he is not Hillary, a corrupt, ailing serial fibber with a dubious track record. <SEP> he sees Putin as a flawed man with whom he can nevertheless do business.'",1
"EU is much more dangerous than Donald Trump, says Leo McKinstry","'the arrival of Donald Trump has transformed the landscape. <SEP> he is far closer to Britain than to Brussels. <SEP> the pathetic, supine ruling classes of europe have allowed enemies to flourish.'",1
Punished for not showing enough respect to Islam says Leo McKinstry,"'a disciplinary panel at British Gymnastics suspended him from competition for two months and warned him that the reprimand will stay on his record for two years. <SEP> the implication is that athletes must suspend their own opinions and instead act as evangelists for the ruling doctrine of political correctness. <SEP> The idea that any religion, especially one as controversial as Islam, should be above debate is repugnant.'",1
Jennifer Lawrence pens inspiring letter on Donald Trump victory: 'Let it enrage you',"'actress has vented her anger over the result of the US Election in a column for Broadly. <SEP> she urged caution against rioting in the streets but those angry by the result should think about the next steps ""because we cannot change the past"" the 26-year-old insisted the result shouldn\'t make anyone feel defeated but to continue having hope.'",1
The Great Divider,'BP Bush Cartoon Christopublicans Democrats Dick Cheney Economy Fox News Glenn Beck GOP Health Care Reform Humor Hypocrisy Junior Bush Karl Rove Lies Media Media Matters MSNBC Neocons Obama Politics President Obama Quote Quotes Racism Republican Party Republicans Republican Scam Right-Wing Media RS Janes Rush Limbaugh Sarah Palin Satire Tattlesnake Teabaggers The News Pauper Torture W.B.',0
Why is Hollywood such a sleazy place?,'the saga of Harvey Weinstein’s downfall continues with news about the former mogul possibly being stripped of his Oscar. <SEP> rumours persist that Weinstein will be booted from the Producers Guild of America. <SEP> even the man’s political contributions are being returned or handed over to women’s charities.',1
COPS PUSH BIBI INDICTMENTS,"""'dark tourism' is a global phenomenon, says cnn's john defterios. <SEP> 'i'm not a zombie,' says sen. john mccain, a former u.s. ambassador to afghanistan.""",0
Barack Obama May Have Just Taken A Swing At President Trump Where He'll Really Feel It,'former president Barack Obama has twice as many followers as president. <SEP> he says he has more than other people who use twitter more often.',0
"Dad Buys Used Desk For $150 On Craigslist, Then He Finds A Hidden Bag Filled With Money Inside","'a woman bought a desk from staples, but after a few years grew tired of it. <SEP> she decided to sell it to Noah Muroff and his wife for about $150 on Craigslist. <SEP> they took it apart to fit it in. <SEP> After taking the filing cabinets apart, he noticed a plastic bag poking out.'",0
German police unveil new anti-terrorist gear in the wake of deadly Islamist attacks,"'german police unit receives £3.9 million worth of equipment to battle ISIS. <SEP> weapons include assault rifles, ballistic protection helmets and body armour. <SEP> decision to equip police force with equipment was due to threat posed by Islamic State. <SEP> Survivor 1 armoured personal carrier can deal with chemical, nuclear and biological warfare agents in order to protect officers inside the vehicle from exposure.'",0
The Truth Story Behind The Clintons Relationship: Revealed,""" ADVERTISEMENT Doctor Says Don't Cover Up Your Dark Spots - (Try This Instead) Here’s why guys are obsessed with this underwear... <SEP> Learn 10 Signs of Alcoholism To Help You Identify An Alcoholic.""",0
WATCH: Mike Huckabee ‘Can’t Recall’ If Donald Trump Has Admitted To Sexually Assaulting Women,"""former presidential candidate and current Donald Trump sycophant Mike Huckabee can barely remember basic facts. <SEP> 'has president Trump ever admitted to being a sexual assaulter?' <SEP> he asks. <SEP> former press secretary Sean Spicer became a laughing stock for his outrageous defenses of president Donald Trump’s statements and behavior.""",1
Trump and Clinton Halloween masks sell fast,"""display and costume in Seattle sold out of Donald Trump masks a few days ago. <SEP> king 5's ted land visited the packed store on sunday as last-minute shoppers looked for political costumes.""",0
Clinton to spend election night under a glass ceiling,""" Let's hope the campaign has insurance for it if she wins. <SEP> the Jacob K. Javits Convention Center in Manhattan has a literal glass ceiling.""",0
"The Hillary Clinton emails: What we know, and what we don't","""a source tells us that it's unlikely the review will be completed before election day. <SEP> the emails were discovered as part of an investigation into former congressman Anthony Weiner. <SEP> he is suspected of having sexually charged communications with a 15-year-old girl.""",0
President Obama endorses in local state legislative races,"""'you don’t get these political environments every single year—you want to be able to seize at political winds when they’re at your back,' said NBC senior political editor mark Murray. <SEP> 'barack Obama doesn't even know the candidates he's endorsed. <SEP> The candidates include Lisa Wellman, who is challenging Republican Steve Litzow for his senate seat in the 41st legislative district that includes Mercer Island and Bellevue.""",0
King Co. executive to white supremacists: ‘We stand united against hateful rhetoric',"'a pro-Trump group called ""Patriot Prayer"" descended on downtown Seattle on sunday. <SEP> a car rammed into a peaceful crowd of anti-white-nationalist protesters, killing 32-year-old Heather Heyer. <SEP> ""this is our way of saying no to like the Trump regime,"" a counterprotester says.'",0
New body cam video shows Las Vegas police encounter with Michael Bennett,"'police released new body camera video on friday from their investigation into the encounter with the Seahawks defensive end. <SEP> Bennett in early September accused Las Vegas police of racially motivated excessive force, saying he was threatened at gunpoint and handcuffed following a report of gunshots at an after-hours club at a casino hotel. <SEP> the video shows officers putting Bennett in the back of a police car.'",0
"Real Time Updates: ""Freedom Rally"" met by ""Solidarity Against Hate"" counter-protest in Seattle","'a conservative, pro-Trump group called ""the Patriot Prayer"" is planning a counter-protest in downtown Seattle. <SEP> a 40-year-old man was arrested for obstruction, a 37-year old man for assault and a 25 year old-man for assault. <SEP> police used pepper spray and blast balls to disperse crowds after fireworks were thrown at officers.'",0
